price,qty,side,timestamp
106995.44,6.44778,buy,2025-07-02 07:52:09.600172
106995.27,0.0001,buy,2025-07-02 07:52:09.600172
106995.26,0.07106,buy,2025-07-02 07:52:09.600172
106995.0,0.0006,buy,2025-07-02 07:52:09.600172
106994.83,0.0001,buy,2025-07-02 07:52:09.600172
106994.82,0.17015,buy,2025-07-02 07:52:09.600172
106994.64,0.0001,buy,2025-07-02 07:52:09.600172
106994.63,0.17005,buy,2025-07-02 07:52:09.600172
106994.55,0.0001,buy,2025-07-02 07:52:09.600172
106994.54,0.17012,buy,2025-07-02 07:52:09.600172
106994.5,0.00025,buy,2025-07-02 07:52:09.600172
106994.4,0.0014,buy,2025-07-02 07:52:09.600172
106994.3,0.0004,buy,2025-07-02 07:52:09.600172
106994.29,0.64002,buy,2025-07-02 07:52:09.600172
106994.28,0.16998,buy,2025-07-02 07:52:09.600172
106994.12,5e-05,buy,2025-07-02 07:52:09.600172
106994.0,0.00025,buy,2025-07-02 07:52:09.600172
106993.6,0.00035,buy,2025-07-02 07:52:09.600172
106993.5,0.00025,buy,2025-07-02 07:52:09.600172
106993.3,0.00049,buy,2025-07-02 07:52:09.600172
106993.05,5e-05,buy,2025-07-02 07:52:09.600172
106993.0,0.00025,buy,2025-07-02 07:52:09.600172
106992.96,0.06967,buy,2025-07-02 07:52:09.600172
106992.91,0.16998,buy,2025-07-02 07:52:09.600172
106992.9,0.00035,buy,2025-07-02 07:52:09.600172
106992.5,0.00025,buy,2025-07-02 07:52:09.600172
106992.46,0.00132,buy,2025-07-02 07:52:09.600172
106992.45,0.33649,buy,2025-07-02 07:52:09.600172
106992.2,0.00035,buy,2025-07-02 07:52:09.600172
106992.0,0.00025,buy,2025-07-02 07:52:09.600172
106991.51,0.0002,buy,2025-07-02 07:52:09.600172
106991.5,0.0006,buy,2025-07-02 07:52:09.600172
106991.0,0.00025,buy,2025-07-02 07:52:09.600172
106990.92,5e-05,buy,2025-07-02 07:52:09.600172
106990.42,0.16988,buy,2025-07-02 07:52:09.600172
106990.09,0.18698,buy,2025-07-02 07:52:09.600172
106989.98,0.33639,buy,2025-07-02 07:52:09.600172
106989.95,0.24084,buy,2025-07-02 07:52:09.600172
106989.94,0.12779,buy,2025-07-02 07:52:09.600172
106989.88,0.00562,buy,2025-07-02 07:52:09.600172
106989.65,0.10471,buy,2025-07-02 07:52:09.600172
106989.51,5e-05,buy,2025-07-02 07:52:09.600172
106989.5,0.00025,buy,2025-07-02 07:52:09.600172
106989.4,0.00035,buy,2025-07-02 07:52:09.600172
106989.3,0.50005,buy,2025-07-02 07:52:09.600172
106989.01,0.16404,buy,2025-07-02 07:52:09.600172
106989.0,0.00025,buy,2025-07-02 07:52:09.600172
106988.88,0.01823,buy,2025-07-02 07:52:09.600172
106988.7,0.00035,buy,2025-07-02 07:52:09.600172
106988.54,0.002,buy,2025-07-02 07:52:09.600172
106988.5,0.00025,buy,2025-07-02 07:52:09.600172
106988.42,0.30761,buy,2025-07-02 07:52:09.600172
106988.32,0.00105,buy,2025-07-02 07:52:09.600172
106988.0,0.0006,buy,2025-07-02 07:52:09.600172
106987.5,0.00025,buy,2025-07-02 07:52:09.600172
106987.42,0.00089,buy,2025-07-02 07:52:09.600172
106987.3,0.00035,buy,2025-07-02 07:52:09.600172
106987.0,0.00025,buy,2025-07-02 07:52:09.600172
106986.74,0.3364,buy,2025-07-02 07:52:09.600172
106986.6,0.00035,buy,2025-07-02 07:52:09.600172
106986.5,0.00025,buy,2025-07-02 07:52:09.600172
106986.45,0.00846,buy,2025-07-02 07:52:09.600172
106986.0,0.00153,buy,2025-07-02 07:52:09.600172
106985.9,0.00167,buy,2025-07-02 07:52:09.600172
106985.62,0.0707,buy,2025-07-02 07:52:09.600172
106985.5,0.00025,buy,2025-07-02 07:52:09.600172
106985.45,5e-05,buy,2025-07-02 07:52:09.600172
106985.2,0.00035,buy,2025-07-02 07:52:09.600172
106985.0,0.00025,buy,2025-07-02 07:52:09.600172
106984.96,0.33641,buy,2025-07-02 07:52:09.600172
106984.74,0.00233,buy,2025-07-02 07:52:09.600172
106984.5,0.0006,buy,2025-07-02 07:52:09.600172
106984.25,0.09346,buy,2025-07-02 07:52:09.600172
106984.19,0.17128,buy,2025-07-02 07:52:09.600172
106984.0,0.00025,buy,2025-07-02 07:52:09.600172
106983.8,0.00035,buy,2025-07-02 07:52:09.600172
106983.5,0.00025,buy,2025-07-02 07:52:09.600172
106983.39,0.41667,buy,2025-07-02 07:52:09.600172
106983.1,0.00035,buy,2025-07-02 07:52:09.600172
106983.0,0.00025,buy,2025-07-02 07:52:09.600172
106982.54,0.03739,buy,2025-07-02 07:52:09.600172
106982.5,0.00025,buy,2025-07-02 07:52:09.600172
106982.4,0.00035,buy,2025-07-02 07:52:09.600172
106982.0,0.00025,buy,2025-07-02 07:52:09.600172
106981.84,5e-05,buy,2025-07-02 07:52:09.600172
106981.74,0.00467,buy,2025-07-02 07:52:09.600172
106981.72,0.00075,buy,2025-07-02 07:52:09.600172
106981.7,0.00035,buy,2025-07-02 07:52:09.600172
106981.5,0.00025,buy,2025-07-02 07:52:09.600172
106981.38,5e-05,buy,2025-07-02 07:52:09.600172
106981.27,0.00089,buy,2025-07-02 07:52:09.600172
106981.18,0.0001,buy,2025-07-02 07:52:09.600172
106981.0,0.0006,buy,2025-07-02 07:52:09.600172
106980.66,8e-05,buy,2025-07-02 07:52:09.600172
106980.5,0.00025,buy,2025-07-02 07:52:09.600172
106980.3,0.00035,buy,2025-07-02 07:52:09.600172
106980.0,0.0003,buy,2025-07-02 07:52:09.600172
106979.85,0.048,buy,2025-07-02 07:52:09.600172
106979.67,5e-05,buy,2025-07-02 07:52:09.600172
106979.6,0.00035,buy,2025-07-02 07:52:09.600172
106979.58,0.17128,buy,2025-07-02 07:52:09.600172
106979.5,0.07945,buy,2025-07-02 07:52:09.600172
106979.39,0.003,buy,2025-07-02 07:52:09.600172
106979.24,0.585,buy,2025-07-02 07:52:09.600172
106979.16,0.6,buy,2025-07-02 07:52:09.600172
106979.0,0.00025,buy,2025-07-02 07:52:09.600172
106978.9,0.00035,buy,2025-07-02 07:52:09.600172
106978.73,0.0026,buy,2025-07-02 07:52:09.600172
106978.5,0.00025,buy,2025-07-02 07:52:09.600172
106978.39,0.00759,buy,2025-07-02 07:52:09.600172
106978.26,0.00771,buy,2025-07-02 07:52:09.600172
106978.2,0.00035,buy,2025-07-02 07:52:09.600172
106978.12,0.07438,buy,2025-07-02 07:52:09.600172
106978.0,0.00183,buy,2025-07-02 07:52:09.600172
106977.72,0.68265,buy,2025-07-02 07:52:09.600172
106977.71,0.92696,buy,2025-07-02 07:52:09.600172
106977.7,0.37118,buy,2025-07-02 07:52:09.600172
106977.52,0.00464,buy,2025-07-02 07:52:09.600172
106977.5,0.00435,buy,2025-07-02 07:52:09.600172
106977.32,5e-05,buy,2025-07-02 07:52:09.600172
106977.26,0.0001,buy,2025-07-02 07:52:09.600172
106977.23,0.00683,buy,2025-07-02 07:52:09.600172
106977.12,0.0056,buy,2025-07-02 07:52:09.600172
106977.06,0.56094,buy,2025-07-02 07:52:09.600172
106977.0,0.00025,buy,2025-07-02 07:52:09.600172
106976.8,0.00035,buy,2025-07-02 07:52:09.600172
106976.57,0.00089,buy,2025-07-02 07:52:09.600172
106976.52,0.06957,buy,2025-07-02 07:52:09.600172
106976.5,0.00025,buy,2025-07-02 07:52:09.600172
106976.33,0.00372,buy,2025-07-02 07:52:09.600172
106976.1,0.00035,buy,2025-07-02 07:52:09.600172
106976.0,0.00025,buy,2025-07-02 07:52:09.600172
106975.97,0.00867,buy,2025-07-02 07:52:09.600172
106975.5,0.00025,buy,2025-07-02 07:52:09.600172
106975.4,0.00035,buy,2025-07-02 07:52:09.600172
106975.0,0.00025,buy,2025-07-02 07:52:09.600172
106974.71,6e-05,buy,2025-07-02 07:52:09.600172
106974.7,0.00035,buy,2025-07-02 07:52:09.600172
106974.5,0.00025,buy,2025-07-02 07:52:09.600172
106974.38,5e-05,buy,2025-07-02 07:52:09.600172
106974.0,0.0006,buy,2025-07-02 07:52:09.600172
106973.95,0.01402,buy,2025-07-02 07:52:09.600172
106973.5,0.00125,buy,2025-07-02 07:52:09.600172
106973.3,0.00035,buy,2025-07-02 07:52:09.600172
106973.25,0.00015,buy,2025-07-02 07:52:09.600172
106973.0,0.00025,buy,2025-07-02 07:52:09.600172
106972.94,0.00934,buy,2025-07-02 07:52:09.600172
106972.91,0.00695,buy,2025-07-02 07:52:09.600172
106972.85,0.00579,buy,2025-07-02 07:52:09.600172
106972.6,0.00035,buy,2025-07-02 07:52:09.600172
106972.5,0.00025,buy,2025-07-02 07:52:09.600172
106972.28,0.31533,buy,2025-07-02 07:52:09.600172
106972.27,0.62526,buy,2025-07-02 07:52:09.600172
106972.26,0.92696,buy,2025-07-02 07:52:09.600172
106972.25,0.3,buy,2025-07-02 07:52:09.600172
106972.07,0.00827,buy,2025-07-02 07:52:09.600172
106972.0,0.00025,buy,2025-07-02 07:52:09.600172
106971.9,0.00035,buy,2025-07-02 07:52:09.600172
106971.73,0.00935,buy,2025-07-02 07:52:09.600172
106971.5,0.00025,buy,2025-07-02 07:52:09.600172
106971.38,0.001,buy,2025-07-02 07:52:09.600172
106971.22,0.00089,buy,2025-07-02 07:52:09.600172
106971.2,0.00379,buy,2025-07-02 07:52:09.600172
106971.0,0.00025,buy,2025-07-02 07:52:09.600172
106970.99,0.00662,buy,2025-07-02 07:52:09.600172
106970.94,0.00759,buy,2025-07-02 07:52:09.600172
106970.84,0.01913,buy,2025-07-02 07:52:09.600172
106970.82,0.0079,buy,2025-07-02 07:52:09.600172
106970.75,0.0001,buy,2025-07-02 07:52:09.600172
106970.7,0.0864,buy,2025-07-02 07:52:09.600172
106970.5,0.0006,buy,2025-07-02 07:52:09.600172
106970.15,8e-05,buy,2025-07-02 07:52:09.600172
106970.14,0.00101,buy,2025-07-02 07:52:09.600172
106970.11,0.045,buy,2025-07-02 07:52:09.600172
106970.0,0.00025,buy,2025-07-02 07:52:09.600172
106969.96,0.37118,buy,2025-07-02 07:52:09.600172
106969.9,0.02,buy,2025-07-02 07:52:09.600172
106969.84,0.0576,buy,2025-07-02 07:52:09.600172
106969.8,0.00035,buy,2025-07-02 07:52:09.600172
106969.5,0.00025,buy,2025-07-02 07:52:09.600172
106969.19,5e-05,buy,2025-07-02 07:52:09.600172
106969.1,0.00035,buy,2025-07-02 07:52:09.600172
106969.09,5e-05,buy,2025-07-02 07:52:09.600172
106969.0,0.00025,buy,2025-07-02 07:52:09.600172
106968.77,0.0576,buy,2025-07-02 07:52:09.600172
106968.76,0.00302,buy,2025-07-02 07:52:09.600172
106968.5,0.00025,buy,2025-07-02 07:52:09.600172
106968.4,0.00035,buy,2025-07-02 07:52:09.600172
106968.25,0.02762,buy,2025-07-02 07:52:09.600172
106968.0,0.00025,buy,2025-07-02 07:52:09.600172
106967.96,0.01832,buy,2025-07-02 07:52:09.600172
106967.9,6e-05,buy,2025-07-02 07:52:09.600172
106967.89,9e-05,buy,2025-07-02 07:52:09.600172
106967.83,0.92696,buy,2025-07-02 07:52:09.600172
106967.7,0.00035,buy,2025-07-02 07:52:09.600172
106967.66,0.28047,buy,2025-07-02 07:52:09.600172
106967.52,0.28047,buy,2025-07-02 07:52:09.600172
106967.5,0.00025,buy,2025-07-02 07:52:09.600172
106967.46,0.048,buy,2025-07-02 07:52:09.600172
106967.35,0.0001,buy,2025-07-02 07:52:09.600172
106967.33,0.00352,buy,2025-07-02 07:52:09.600172
106967.31,0.00528,buy,2025-07-02 07:52:09.600172
106967.08,0.00344,buy,2025-07-02 07:52:09.600172
106967.0,0.0006,buy,2025-07-02 07:52:09.600172
106966.96,1.64297,buy,2025-07-02 07:52:09.600172
106966.86,0.46745,buy,2025-07-02 07:52:09.600172
106966.5,0.00025,buy,2025-07-02 07:52:09.600172
106966.39,0.4207,buy,2025-07-02 07:52:09.600172
106966.3,0.00035,buy,2025-07-02 07:52:09.600172
106966.03,0.00394,buy,2025-07-02 07:52:09.600172
106966.0,0.00025,buy,2025-07-02 07:52:09.600172
106965.9,0.00531,buy,2025-07-02 07:52:09.600172
106965.87,0.00089,buy,2025-07-02 07:52:09.600172
106965.86,0.00392,buy,2025-07-02 07:52:09.600172
106965.81,5e-05,buy,2025-07-02 07:52:09.600172
106965.6,0.00035,buy,2025-07-02 07:52:09.600172
106965.5,0.00025,buy,2025-07-02 07:52:09.600172
106965.38,0.096,buy,2025-07-02 07:52:09.600172
106965.27,0.47068,buy,2025-07-02 07:52:09.600172
106965.26,0.048,buy,2025-07-02 07:52:09.600172
106965.2,1.1,buy,2025-07-02 07:52:09.600172
106965.12,5e-05,buy,2025-07-02 07:52:09.600172
106965.0,0.00025,buy,2025-07-02 07:52:09.600172
106964.9,0.00035,buy,2025-07-02 07:52:09.600172
106964.65,0.048,buy,2025-07-02 07:52:09.600172
106964.5,0.00025,buy,2025-07-02 07:52:09.600172
106964.41,0.0001,buy,2025-07-02 07:52:09.600172
106964.2,0.00035,buy,2025-07-02 07:52:09.600172
106964.17,0.29865,buy,2025-07-02 07:52:09.600172
106964.0,0.00025,buy,2025-07-02 07:52:09.600172
106963.8,5e-05,buy,2025-07-02 07:52:09.600172
106963.54,0.92696,buy,2025-07-02 07:52:09.600172
106963.53,0.37118,buy,2025-07-02 07:52:09.600172
106963.5,0.0006,buy,2025-07-02 07:52:09.600172
106963.34,0.003,buy,2025-07-02 07:52:09.600172
106963.0,0.58539,buy,2025-07-02 07:52:09.600172
106962.99,0.1117,buy,2025-07-02 07:52:09.600172
106962.88,1.2,buy,2025-07-02 07:52:09.600172
106962.83,0.0024,buy,2025-07-02 07:52:09.600172
106962.8,0.00035,buy,2025-07-02 07:52:09.600172
106962.58,0.56094,buy,2025-07-02 07:52:09.600172
106962.55,6e-05,buy,2025-07-02 07:52:09.600172
106962.5,0.00025,buy,2025-07-02 07:52:09.600172
106962.43,0.00368,buy,2025-07-02 07:52:09.600172
106962.21,0.00749,buy,2025-07-02 07:52:09.600172
106962.1,0.00035,buy,2025-07-02 07:52:09.600172
106962.0,0.00025,buy,2025-07-02 07:52:09.600172
106961.95,2.3735,buy,2025-07-02 07:52:09.600172
106961.94,0.014,buy,2025-07-02 07:52:09.600172
106961.6,0.00502,buy,2025-07-02 07:52:09.600172
106961.55,0.00383,buy,2025-07-02 07:52:09.600172
106961.5,0.00025,buy,2025-07-02 07:52:09.600172
106961.47,0.25787,buy,2025-07-02 07:52:09.600172
106961.46,0.08,buy,2025-07-02 07:52:09.600172
106961.4,0.00035,buy,2025-07-02 07:52:09.600172
106961.36,0.00837,buy,2025-07-02 07:52:09.600172
106961.09,0.4207,buy,2025-07-02 07:52:09.600172
106961.06,5e-05,buy,2025-07-02 07:52:09.600172
106961.0,0.00025,buy,2025-07-02 07:52:09.600172
106960.82,0.00881,buy,2025-07-02 07:52:09.600172
106960.7,0.00035,buy,2025-07-02 07:52:09.600172
106960.5,0.00025,buy,2025-07-02 07:52:09.600172
106960.34,0.0001,buy,2025-07-02 07:52:09.600172
106960.3,0.00707,buy,2025-07-02 07:52:09.600172
106960.2,0.01912,buy,2025-07-02 07:52:09.600172
106960.12,0.4207,buy,2025-07-02 07:52:09.600172
106960.09,0.28047,buy,2025-07-02 07:52:09.600172
106960.0,0.01935,buy,2025-07-02 07:52:09.600172
106959.67,0.00186,buy,2025-07-02 07:52:09.600172
106959.66,5.0,buy,2025-07-02 07:52:09.600172
106959.64,8e-05,buy,2025-07-02 07:52:09.600172
106959.5,0.00025,buy,2025-07-02 07:52:09.600172
106959.3,0.00035,buy,2025-07-02 07:52:09.600172
106959.28,0.56094,buy,2025-07-02 07:52:09.600172
106959.23,0.92696,buy,2025-07-02 07:52:09.600172
106959.01,0.08,buy,2025-07-02 07:52:09.600172
106959.0,0.00025,buy,2025-07-02 07:52:09.600172
106958.6,0.00035,buy,2025-07-02 07:52:09.600172
106958.51,0.00288,buy,2025-07-02 07:52:09.600172
106958.5,0.00025,buy,2025-07-02 07:52:09.600172
106958.3,0.02806,buy,2025-07-02 07:52:09.600172
106958.04,0.14769,buy,2025-07-02 07:52:09.600172
106958.0,0.00025,buy,2025-07-02 07:52:09.600172
106957.9,0.00035,buy,2025-07-02 07:52:09.600172
106957.5,0.00025,buy,2025-07-02 07:52:09.600172
106957.22,0.00157,buy,2025-07-02 07:52:09.600172
106957.2,0.92831,buy,2025-07-02 07:52:09.600172
106957.11,0.37118,buy,2025-07-02 07:52:09.600172
106957.0,0.0003,buy,2025-07-02 07:52:09.600172
106956.98,0.00602,buy,2025-07-02 07:52:09.600172
106956.91,0.28047,buy,2025-07-02 07:52:09.600172
106956.72,0.389,buy,2025-07-02 07:52:09.600172
106956.69,0.00093,buy,2025-07-02 07:52:09.600172
106956.68,0.00558,buy,2025-07-02 07:52:09.600172
106956.5,0.0006,buy,2025-07-02 07:52:09.600172
106956.49,0.00879,buy,2025-07-02 07:52:09.600172
106956.45,0.00546,buy,2025-07-02 07:52:09.600172
106956.39,0.29565,buy,2025-07-02 07:52:09.600172
106956.0,0.00034,buy,2025-07-02 07:52:09.600172
106955.8,0.00035,buy,2025-07-02 07:52:09.600172
106955.67,0.07242,buy,2025-07-02 07:52:09.600172
106955.6,0.00786,buy,2025-07-02 07:52:09.600172
106955.5,0.00025,buy,2025-07-02 07:52:09.600172
106955.38,0.00502,buy,2025-07-02 07:52:09.600172
106955.19,0.00023,buy,2025-07-02 07:52:09.600172
106955.1,0.00035,buy,2025-07-02 07:52:09.600172
106955.0,0.00035,buy,2025-07-02 07:52:09.600172
106954.95,0.92696,buy,2025-07-02 07:52:09.600172
106954.56,0.06957,buy,2025-07-02 07:52:09.600172
106954.5,0.00025,buy,2025-07-02 07:52:09.600172
106954.4,0.00035,buy,2025-07-02 07:52:09.600172
106954.0,0.00025,buy,2025-07-02 07:52:09.600172
106953.89,0.56094,buy,2025-07-02 07:52:09.600172
106953.7,0.00035,buy,2025-07-02 07:52:09.600172
106953.5,0.00025,buy,2025-07-02 07:52:09.600172
106953.22,5e-05,buy,2025-07-02 07:52:09.600172
106953.05,0.46745,buy,2025-07-02 07:52:09.600172
106953.0,0.0006,buy,2025-07-02 07:52:09.600172
106952.93,5e-05,buy,2025-07-02 07:52:09.600172
106952.75,0.00283,buy,2025-07-02 07:52:09.600172
106952.5,0.00025,buy,2025-07-02 07:52:09.600172
106952.3,0.00035,buy,2025-07-02 07:52:09.600172
106952.0,0.00025,buy,2025-07-02 07:52:09.600172
106951.6,0.00035,buy,2025-07-02 07:52:09.600172
106951.5,0.00025,buy,2025-07-02 07:52:09.600172
106951.49,0.68228,buy,2025-07-02 07:52:09.600172
106951.48,0.00396,buy,2025-07-02 07:52:09.600172
106951.41,0.14899,buy,2025-07-02 07:52:09.600172
106951.0,0.00025,buy,2025-07-02 07:52:09.600172
106950.9,0.00035,buy,2025-07-02 07:52:09.600172
106950.6,0.84061,buy,2025-07-02 07:52:09.600172
106950.59,0.92696,buy,2025-07-02 07:52:09.600172
106950.5,0.00025,buy,2025-07-02 07:52:09.600172
106950.43,0.00597,buy,2025-07-02 07:52:09.600172
106950.2,0.00035,buy,2025-07-02 07:52:09.600172
106950.14,0.00811,buy,2025-07-02 07:52:09.600172
106950.0,0.00025,buy,2025-07-02 07:52:09.600172
106949.99,0.0059,buy,2025-07-02 07:52:09.600172
106949.7,0.0048,buy,2025-07-02 07:52:09.600172
106949.5,0.0006,buy,2025-07-02 07:52:09.600172
106949.44,0.0001,buy,2025-07-02 07:52:09.600172
106949.13,8e-05,buy,2025-07-02 07:52:09.600172
106949.0,0.00025,buy,2025-07-02 07:52:09.600172
106948.87,5e-05,buy,2025-07-02 07:52:09.600172
106948.8,0.00035,buy,2025-07-02 07:52:09.600172
106948.5,0.00025,buy,2025-07-02 07:52:09.600172
106948.15,0.00199,buy,2025-07-02 07:52:09.600172
106948.1,0.00035,buy,2025-07-02 07:52:09.600172
106948.04,0.02629,buy,2025-07-02 07:52:09.600172
106948.0,0.00025,buy,2025-07-02 07:52:09.600172
106947.93,5e-05,buy,2025-07-02 07:52:09.600172
106947.68,0.006,buy,2025-07-02 07:52:09.600172
106947.67,0.0056,buy,2025-07-02 07:52:09.600172
106947.5,0.00025,buy,2025-07-02 07:52:09.600172
106947.4,0.00035,buy,2025-07-02 07:52:09.600172
106947.29,0.003,buy,2025-07-02 07:52:09.600172
106947.0,0.00025,buy,2025-07-02 07:52:09.600172
106946.7,0.00035,buy,2025-07-02 07:52:09.600172
106946.57,0.00731,buy,2025-07-02 07:52:09.600172
106946.5,0.00031,buy,2025-07-02 07:52:09.600172
106946.46,0.08,buy,2025-07-02 07:52:09.600172
106946.3,0.0001,buy,2025-07-02 07:52:09.600172
106946.25,1.26441,buy,2025-07-02 07:52:09.600172
106946.24,0.92696,buy,2025-07-02 07:52:09.600172
106946.01,0.00233,buy,2025-07-02 07:52:09.600172
106946.0,0.0006,buy,2025-07-02 07:52:09.600172
106945.71,0.46733,buy,2025-07-02 07:52:09.600172
106945.53,0.00695,buy,2025-07-02 07:52:09.600172
106945.5,0.00025,buy,2025-07-02 07:52:09.600172
106945.3,0.00035,buy,2025-07-02 07:52:09.600172
106945.26,0.0051,buy,2025-07-02 07:52:09.600172
106945.23,0.28047,buy,2025-07-02 07:52:09.600172
106945.05,0.36818,buy,2025-07-02 07:52:09.600172
106945.0,0.00025,buy,2025-07-02 07:52:09.600172
106944.8,5e-05,buy,2025-07-02 07:52:09.600172
106944.75,0.00722,buy,2025-07-02 07:52:09.600172
106944.6,0.00035,buy,2025-07-02 07:52:09.600172
106944.36,0.14899,buy,2025-07-02 07:52:09.600172
106944.25,0.007,buy,2025-07-02 07:52:09.600172
106944.07,0.00693,buy,2025-07-02 07:52:09.600172
106944.04,0.0187,buy,2025-07-02 07:52:09.600172
106943.9,0.00035,buy,2025-07-02 07:52:09.600172
106943.71,0.585,buy,2025-07-02 07:52:09.600172
106943.33,0.0001,buy,2025-07-02 07:52:09.600172
106943.2,0.00035,buy,2025-07-02 07:52:09.600172
106942.89,0.06957,buy,2025-07-02 07:52:09.600172
106942.64,5e-05,buy,2025-07-02 07:52:09.600172
106942.5,0.00035,buy,2025-07-02 07:52:09.600172
106942.29,0.37118,buy,2025-07-02 07:52:09.600172
106942.23,0.08,buy,2025-07-02 07:52:09.600172
106941.96,0.92696,buy,2025-07-02 07:52:09.600172
106941.8,0.00035,buy,2025-07-02 07:52:09.600172
106941.6,0.04526,buy,2025-07-02 07:52:09.600172
106941.24,0.0792,buy,2025-07-02 07:52:09.600172
106941.21,0.0864,buy,2025-07-02 07:52:09.600172
106941.18,0.048,buy,2025-07-02 07:52:09.600172
106941.15,0.00016,buy,2025-07-02 07:52:09.600172
106941.1,0.00035,buy,2025-07-02 07:52:09.600172
106940.88,0.00822,buy,2025-07-02 07:52:09.600172
106940.87,0.02817,buy,2025-07-02 07:52:09.600172
106940.74,5e-05,buy,2025-07-02 07:52:09.600172
106940.65,0.0001,buy,2025-07-02 07:52:09.600172
106940.45,0.04674,buy,2025-07-02 07:52:09.600172
106940.4,0.00035,buy,2025-07-02 07:52:09.600172
